b0,b1,b2,b3,z.sd,phi.ROS,z
2.99219,-0.689543,0.698627,0.495418,0.908446,12.0014,1.546509302
3.00324,-0.625348,0.761457,0.384021,1.07406,11.1629,0.510678297
2.88844,-0.52314,0.597979,0.441497,1.28848,8.64314,-1.265187046
2.97176,-0.611995,0.542346,0.325974,0.955889,7.94414,0.034836227
2.88936,-0.673208,0.427713,0.467092,0.907285,10.1708,-0.678875717
2.91123,-0.823728,0.561654,0.329759,0.925698,7.50038,0.03367693
2.94329,-0.723558,0.625515,0.084159,0.908255,9.76949,1.661148774
2.92238,-0.731925,0.735779,0.183069,0.827952,7.98103,-1.940811531
2.78512,-0.572178,0.756485,0.134367,0.802624,8.49291,-0.109764839
2.83633,-0.443508,0.713714,0.149537,0.981078,8.88401,1.197098265
2.88951,-0.477238,0.694017,0.107894,0.959921,10.9479,-0.181441306
2.80767,-0.42525,0.757971,0.25972,0.920223,7.29695,-0.610632815
2.83501,-0.39652,0.780257,0.325575,1.0681,9.9306,1.230104911
2.81632,-0.519411,0.733474,0.236288,1.01048,9.21674,-1.064538402
2.94982,-0.68607,0.902952,0.339454,0.865306,11.9871,-0.625575045
3.00958,-0.689741,0.84398,0.360922,0.947112,13.4849,-0.835288645
2.9393,-0.805825,0.644754,0.193809,0.842624,8.90967,-0.215934969
2.84158,-0.784151,0.791428,0.102663,0.893988,9.72607,0.153545099
2.8435,-0.653727,0.858982,0.120748,1.04197,9.17449,0.005775159
2.92841,-0.750748,0.867457,0.161815,0.972996,10.7461,0.911595053
2.96906,-0.726147,0.905651,0.0602071,0.942302,12.8297,-0.34503522
2.90878,-0.534061,0.916142,0.130068,0.890355,12.3988,-0.082555012
2.81878,-0.70998,0.851618,0.0671949,0.966364,7.32797,0.342882824
2.93792,-0.702842,0.670065,0.308427,0.878837,9.90305,0.939196087
2.89519,-0.792343,0.555505,0.453772,0.876775,9.93217,0.44553292
3.01891,-0.690438,0.46413,0.48402,0.849464,10.2424,0.833601545
3.01566,-0.674394,0.493934,0.480317,1.04691,11.5256,0.997443412
3.03698,-0.60636,0.552617,0.352922,0.941029,10.2519,0.377488298
2.90122,-0.744753,0.553772,0.216621,0.968483,9.75205,1.575301473
2.94991,-0.681392,0.528783,0.202481,1.03742,8.14966,2.018629523
2.93384,-0.671008,0.559283,0.32585,0.939381,9.50043,-0.774482724
2.77623,-0.633355,0.556115,0.190951,0.875684,6.16267,0.020292818
2.9033,-0.778759,0.544539,0.199196,0.834811,9.89091,0.433367634
2.87829,-0.858489,0.595701,0.287785,0.797735,8.72944,-0.217279011
2.96825,-0.888739,0.588843,0.3439,0.876356,11.6611,-0.814806336
3.06534,-0.814914,0.509684,0.395941,0.879551,14.0185,0.450959618
2.91262,-0.749764,0.568067,0.475624,0.915684,10.1349,1.78929739
2.816,-0.703174,0.548648,0.344157,0.946556,8.54914,-1.211917347
2.8852,-0.65336,0.498372,0.363641,0.900163,10.394,1.793775284
2.80993,-0.617974,0.529621,0.264003,0.940743,10.4523,-0.186551807
2.75829,-0.776071,0.45872,0.314813,1.11562,10.0466,-2.027291172
2.81613,-0.806379,0.489063,0.394557,0.93057,18.6975,0.747652913
2.79223,-0.67382,0.461521,0.290741,1.07122,10.8055,-0.233905948
2.6721,-0.632866,0.541837,0.338988,0.984975,8.03545,0.529202486
2.71167,-0.561341,0.579888,0.286204,0.936946,5.00767,-0.375722644
2.69808,-0.392474,0.616568,0.135525,0.862834,6.24893,2.088574926
2.84882,-0.435352,0.731595,0.085974,0.904746,8.66753,-0.95561829
2.89504,-0.556685,0.912221,0.12731,0.743573,7.21834,0.340191708
2.86651,-0.574407,0.837844,0.0835106,0.849268,9.13984,-0.200647105
2.80573,-0.536821,0.58373,0.00168057,0.906312,4.4848,-0.090577342
2.78462,-0.558765,0.573297,0.207029,0.896536,7.16668,-0.968308055
2.93785,-0.50019,0.545593,0.200273,0.994818,10.2648,-0.635586652
2.89598,-0.565585,0.596168,0.239992,0.766266,7.98563,-1.444981271
2.81535,-0.60334,0.660281,0.173224,0.900733,8.05788,0.325055376
2.92502,-0.58225,0.756614,0.163106,0.867064,9.87278,0.435156003
2.78379,-0.657656,0.565216,0.345683,1.02245,10.714,1.949963301
2.74493,-0.680096,0.577154,0.375541,0.850246,10.9278,-1.5429765
2.88041,-0.728675,0.643896,0.359748,0.837101,9.50681,-0.202743821
2.8407,-0.684883,0.696844,0.32111,0.821568,6.83509,-0.640129285
2.98373,-0.787604,0.687049,0.293763,0.916704,10.7906,1.427975999
3.01874,-0.831833,0.57423,0.265002,0.984805,9.55096,2.685732698
2.98858,-0.789723,0.554473,0.331675,1.03394,12.5373,2.224328228
2.96301,-0.744509,0.513803,0.362317,1.04968,12.4229,-0.84733083
2.85025,-0.756101,0.507583,0.404165,1.02079,14.0986,0.046254266
2.90005,-0.745189,0.505116,0.297765,1.02837,11.7557,0.491934344
2.96951,-0.824375,0.539174,0.239379,0.931408,13.3096,1.279647185
2.83431,-0.713985,0.458619,0.206368,1.07558,11.5441,0.8474572
2.93002,-0.754608,0.567216,0.186406,0.9321,10.5159,-3.264386222
2.801,-0.695726,0.681734,0.0785154,0.969198,6.93827,-1.587335755
2.81345,-0.783133,0.596275,0.0808992,0.894404,9.34179,1.891827076
2.79267,-0.834729,0.599942,-0.0148947,0.870911,9.11029,-0.658540938
3.00245,-0.874948,0.664675,0.0031457,1.04504,9.21993,0.550781085
3.10566,-0.825711,0.900972,0.000101126,1.05086,15.3913,-0.860292956
3.04955,-0.711424,0.810151,0.0893714,0.873235,11.6395,-0.984195816
2.9594,-0.717096,0.608804,0.167675,0.952283,9.80948,0.153787215
2.81822,-0.787332,0.623203,0.147392,0.838321,8.63109,0.124551922
2.86763,-0.846409,0.694849,0.0948721,1.01464,12.6373,0.494094145
3.06553,-0.864097,0.621596,0.0325128,0.975049,10.0578,1.754538741
3.08184,-0.816399,0.650466,-0.103543,0.968501,10.7373,-0.980927212
3.17436,-0.728618,0.578882,0.122329,0.932501,11.2739,0.534610977
3.1081,-0.672521,0.888566,0.0863942,0.971035,19.0347,-1.006113824
3.03438,-0.686589,0.736716,0.161891,1.08077,12.0165,-1.572130168
2.99904,-0.644757,0.657619,0.162498,1.03972,8.14404,0.384750074
3.02479,-0.636875,0.637887,0.172983,0.921201,12.6595,-0.729514834
2.97039,-0.698712,0.760043,0.217043,1.02074,8.61748,1.05464585
2.97523,-0.667902,0.740713,0.239224,0.94619,11.3646,-0.219558965
2.94183,-0.699876,0.656031,0.311511,0.902382,12.6657,-1.39418302
2.81347,-0.602333,0.649511,0.24058,0.877365,11.0622,1.015239035
2.76776,-0.656124,0.592979,0.345483,1.02699,16.8276,-2.299596425
2.79142,-0.784331,0.727518,0.159742,0.98051,13.4664,-0.775279592
2.73325,-0.815303,0.654328,0.155417,0.967382,9.09862,-1.069792013
2.79487,-0.759522,0.638157,0.130966,0.765753,10.2844,-1.616746347
2.82164,-0.679955,0.648063,0.176295,0.959915,12.311,0.560894634
2.69297,-0.60469,0.546179,0.13226,0.874718,7.33444,-0.452285285
2.70793,-0.660486,0.670142,0.199657,0.95482,11.251,-0.343755309
2.72784,-0.714877,0.61103,0.254855,0.815088,8.62967,-0.058638881
2.68611,-0.704228,0.657138,0.069303,0.828177,8.57852,0.035605399
2.74978,-0.808111,0.368093,0.191228,0.908203,8.93398,0.822216738
2.82959,-0.761343,0.50101,0.228267,0.881922,8.39475,1.066084087
2.89565,-0.90156,0.536498,0.226964,0.812648,8.3709,0.576509466
2.8035,-0.81073,0.547853,0.11472,0.772881,9.59118,0.667254928
2.81817,-0.771686,0.626186,0.0345227,0.9099,7.95367,-0.516766236
2.84668,-0.82562,0.738213,0.0268406,0.963563,9.66265,-0.73498519
2.93578,-0.808677,0.766231,0.0897467,0.952627,13.2641,-1.421730451
3.0519,-0.668204,0.720972,0.146523,0.945494,8.83988,-0.148340017
2.91514,-0.541859,0.84532,0.187863,0.938831,9.25636,-0.741589607
2.84395,-0.445721,0.788402,0.146722,1.00567,8.91494,0.543526088
2.80773,-0.501683,0.750219,0.200381,0.9416,9.53357,-0.113280187
2.86503,-0.573958,0.599226,0.340392,1.02657,9.27165,0.647388251
2.81939,-0.555388,0.68015,0.331454,0.891052,11.1111,0.366603392
2.86425,-0.631438,0.603512,0.348096,0.890635,10.5932,0.89872464
2.81972,-0.613495,0.612763,0.329774,0.907789,11.0966,0.08251535
2.76099,-0.636015,0.607515,0.276801,0.904578,9.90795,-1.032825947
2.68547,-0.6403,0.519263,0.268647,0.785061,6.93589,-0.607510847
2.78645,-0.629503,0.690553,0.107351,0.906194,6.34843,-0.189321062
2.94825,-0.520423,0.633044,0.174767,0.855567,8.30679,0.62565297
2.87093,-0.58904,0.656677,0.153719,0.965303,9.62975,1.133061181
2.8731,-0.655519,0.585285,0.185527,0.921176,8.6983,0.244799436
2.89929,-0.599582,0.662255,0.252948,0.872503,9.151,0.387731565
2.95312,-0.577664,0.642374,0.254573,1.04466,9.29077,0.023595116
3.04057,-0.592032,0.555199,0.149366,0.98308,8.4404,1.349057914
2.99687,-0.559363,0.581105,0.0488076,1.0382,9.60936,1.053020392
2.82604,-0.702407,0.656763,0.179749,0.853212,9.2503,0.614112512
2.74296,-0.59471,0.631102,0.0903275,0.946407,9.12284,1.122607637
2.80329,-0.654048,0.591618,0.10061,1.02176,11.7253,1.000260982
2.71448,-0.601896,0.72132,0.227759,0.999002,7.09925,0.38324852
2.77648,-0.697124,0.626524,0.0978549,0.92573,7.30224,-0.133371439
2.78958,-0.700257,0.701393,0.151962,0.79727,7.08329,-0.751498837
2.79591,-0.765116,0.657485,0.245063,0.958485,7.70338,0.675329218
2.87021,-0.907085,0.689406,0.30078,0.950322,10.4861,1.679742411
2.89483,-0.810757,0.653689,0.326129,0.929377,8.62116,0.488297983
2.86764,-0.834099,0.719452,0.219819,0.9715,9.92602,-0.075716905
2.78534,-0.802881,0.539084,0.260191,0.857247,7.14166,-1.834595987
2.82627,-0.722016,0.406491,0.309352,0.831271,7.61855,-1.052016172
2.76656,-0.583314,0.534436,0.30713,0.816135,4.57837,0.595460825
2.72983,-0.561585,0.595576,0.272869,0.866192,4.51968,-0.236527331
2.96932,-0.677568,0.681221,0.39695,0.86369,7.86228,-1.042625442
2.8442,-0.682605,0.534711,0.332861,0.972087,7.38665,-0.317578443
2.73058,-0.588897,0.678635,0.13617,0.896573,8.23956,0.295655324
2.79014,-0.601246,0.827658,0.124535,0.869377,7.2917,-0.594915867
2.74042,-0.577856,0.778459,0.139376,0.893135,7.86172,1.295796216
2.78827,-0.578977,0.774993,-0.0597366,0.989778,6.52816,-0.828794629
2.82131,-0.520706,0.798415,-0.106381,1.06527,6.71136,0.469741743
2.86065,-0.578918,0.735679,-0.0136704,0.826436,10.1458,0.710602275
2.85615,-0.623666,0.694639,-0.057069,0.956627,7.7084,0.603024425
2.85372,-0.628652,0.651744,-0.00754991,1.05555,5.83964,0.116954475
2.86894,-0.540254,0.496179,0.0912782,1.00034,6.17422,-0.620305456
2.91614,-0.626134,0.334024,0.15676,1.1106,6.00786,-0.976501898
2.78255,-0.643928,0.509331,0.157821,0.946298,7.69658,-0.269572221
2.75971,-0.639592,0.545149,0.299444,1.01787,8.08766,0.854290309
2.82835,-0.755587,0.582072,0.41982,0.865301,10.3511,-0.204996371
2.9489,-0.871354,0.576825,0.519998,0.87152,10.2899,-0.730573726
3.02149,-0.782673,0.632605,0.439872,0.866372,8.27769,-0.163851876
2.90705,-0.592754,0.653558,0.50365,0.836765,9.51041,-0.800876017
2.86679,-0.693519,0.757371,0.324461,0.926054,11.96,-0.912612739
2.8516,-0.675199,0.722303,0.161769,0.94218,11.4331,-1.333043226
2.85425,-0.457602,0.577318,0.23788,0.952904,9.05322,-0.22923926
2.83817,-0.599279,0.589231,0.261347,0.894286,7.24317,0.423273337
2.96022,-0.63707,0.713443,0.331882,0.941332,7.2599,-0.456096666
2.80204,-0.548045,0.532315,0.262674,0.907115,6.40182,-0.103277373
2.9163,-0.684902,0.657991,0.162643,0.923129,10.613,-1.774426924
2.97171,-0.80004,0.675763,0.169969,0.842823,6.89525,0.406348929
2.83737,-0.800052,0.701004,0.230459,0.866403,8.39024,-0.205082401
2.89062,-0.876208,0.635745,0.350861,0.89775,8.93839,-0.6677938
2.77163,-0.815513,0.618482,0.248645,0.986666,8.19883,-0.804164872
2.88577,-0.868369,0.742725,0.0971621,0.996911,10.683,-1.584238368
2.89873,-0.751916,0.676971,0.10208,0.995218,9.71868,-0.539207608
2.90851,-0.62284,0.742485,0.234969,0.757499,10.1029,-0.535731843
2.94339,-0.832596,0.90259,0.267237,0.833342,10.2742,-0.337412093
2.98984,-0.795938,0.720345,0.192906,1.02435,9.35815,-1.328256591
2.88907,-0.768263,0.667731,0.329915,0.973241,9.22548,-0.985252944
3.03161,-0.803274,0.481493,0.340906,0.936187,11.2186,1.972329475
3.05872,-0.81878,0.621159,0.285903,1.00481,12.6102,-0.30805707
2.97116,-0.935552,0.578412,0.147938,0.983573,7.40909,1.998440397
2.81111,-0.717571,0.619685,0.205087,0.820972,8.66514,-0.506672949
2.87553,-0.738778,0.854035,0.238304,1.02807,9.32115,0.669602497
2.90478,-0.631017,0.808473,0.121158,0.791769,6.63182,-0.158855005
2.89172,-0.623692,0.694907,0.249344,0.833552,8.83869,-0.00785439
2.80189,-0.659387,0.731321,0.0767669,0.89071,10.4489,0.145841635
2.91467,-0.749997,0.613453,0.109101,0.942213,9.76111,1.762379425
2.85588,-0.787214,0.49392,0.0941383,0.875296,12.2892,-1.670870055
2.88009,-0.68146,0.532656,0.131454,0.975251,9.44342,0.18421787
2.91886,-0.692588,0.658375,0.0957038,1.21662,9.51862,-0.939598692
2.80937,-0.833579,0.467457,0.1062,0.838004,9.95809,-0.212815376
2.82407,-0.851748,0.657349,0.113152,0.803249,10.2361,-0.474260099
2.89417,-0.902489,0.731576,0.0530255,0.934579,17.0404,-0.472989351
2.79583,-0.841526,0.706642,-0.0183383,0.918882,10.4031,1.564169281
2.79499,-0.781541,0.725199,0.108497,0.933281,11.0632,0.954497426
2.7879,-0.731858,0.502089,0.158183,1.10408,9.94187,-1.564083078
2.80989,-0.85306,0.523158,0.0886626,0.910744,8.89525,1.48694882
2.82441,-0.83554,0.457078,0.252824,1.01117,9.55689,-2.029216312
2.82828,-0.730939,0.522524,0.0553027,0.864182,7.07965,0.062643952
2.74109,-0.709757,0.474873,0.149362,1.03436,8.98212,0.931644434
2.84608,-0.609677,0.675256,0.0611169,1.00657,8.55466,-1.544573557
2.88095,-0.642319,0.564484,0.141614,1.01822,8.89074,-0.790913544
2.84107,-0.643766,0.603491,0.132591,0.907928,9.25259,0.095020365
2.72882,-0.663197,0.564529,0.117246,0.961994,10.7573,-0.33182383
2.8276,-0.707145,0.534324,0.0678733,0.888898,8.23528,0.135968893
2.9593,-0.821559,0.569413,0.0181869,0.922604,9.36771,1.393585393
3.01097,-0.991816,0.652933,-0.0618603,0.957694,9.53071,1.064453894
3.03248,-0.930489,0.648174,0.105867,0.948606,11.2767,-0.863688365
3.01952,-0.846993,0.461831,0.218126,0.870379,8.18924,-0.186628384
2.87389,-0.670625,0.483365,0.193785,0.908457,7.48779,0.812977139
2.87353,-0.642575,0.526292,0.242718,0.804317,7.03933,1.041867467
2.74572,-0.621236,0.699416,0.0803166,0.918921,5.66847,-1.478137602
2.89066,-0.648767,0.387042,0.25596,0.830096,5.50741,-0.539890562
2.8711,-0.666104,0.568856,0.166299,0.767696,5.84861,0.925274037
2.76768,-0.660029,0.730999,0.330782,0.831276,13.2452,-0.086157042
2.81596,-0.721597,0.661906,0.277649,0.829086,9.96882,-0.196420331
2.83933,-0.742325,0.597846,0.381126,0.953395,10.4666,-0.458661635
2.88167,-0.83696,0.535338,0.297772,1.0435,10.6314,-1.222027897
2.90326,-0.901492,0.56412,0.236305,0.921589,10.6986,0.71602558
3.02142,-0.773842,0.647357,0.172727,0.983771,10.5487,-0.985480128
2.89722,-0.60886,0.480648,0.227511,0.978608,7.46765,-0.584478709
2.74349,-0.693719,0.542365,0.154233,0.928605,7.94863,1.887586377
2.72652,-0.626732,0.733818,0.256562,0.81448,7.88669,2.385748112
2.75919,-0.623563,0.615063,0.183136,0.864263,10.0404,0.105625986
2.80962,-0.745146,0.703363,0.347567,0.93076,10.3301,-0.149565438
2.86658,-0.764264,0.663416,0.0849249,0.928538,10.5418,0.125490292
2.94333,-0.627199,0.511392,0.119355,0.954531,7.31242,-0.074978264
2.96445,-0.636171,0.543269,0.322531,1.05321,8.52308,-0.568125914
2.96018,-0.599369,0.585549,0.131026,1.00598,7.22168,0.556248331
2.90698,-0.579584,0.548919,0.0757891,0.946432,6.38497,-0.280168294
2.71944,-0.518619,0.58639,-0.0189902,0.953353,8.9262,0.852237517
2.86791,-0.630021,0.579615,0.0733307,1.02781,9.2528,0.402105794
2.86699,-0.682492,0.562141,-0.0679429,0.945048,10.1807,-0.43928
2.98711,-0.918025,0.645909,-0.0117487,0.988796,18.5363,-1.00856604
3.02753,-0.88136,0.62135,-0.0518992,0.880437,12.7913,-1.151662719
3.07133,-0.795277,0.751796,0.208733,0.89832,10.4377,0.231424754
2.99606,-0.757199,0.66836,0.229335,0.885317,7.26127,-1.019699222
3.04225,-0.767117,0.603663,0.383218,0.775774,6.23614,-0.641510909
3.00991,-0.753196,0.680304,0.257807,1.09428,10.5041,-1.480221844
2.97402,-0.704461,0.673056,0.316648,0.773588,7.96409,0.161728958
2.9768,-0.681862,0.589254,0.157083,0.949315,8.58193,0.12153668
2.95942,-0.587533,0.635432,0.0649406,0.996521,7.34943,-0.901880722
2.93362,-0.668231,0.638601,0.0946844,0.943653,8.85164,-0.5371132
2.82104,-0.543429,0.59414,0.143242,0.982663,7.03528,0.181321669
2.85295,-0.589135,0.627905,0.129585,0.984935,8.62755,0.031729314
2.92223,-0.627348,0.672895,0.0261993,0.878328,8.86478,-0.62729943
2.849,-0.573635,0.792225,0.119469,0.902661,9.27423,-1.002025338
2.77705,-0.624048,0.646426,0.137583,0.926102,7.57674,0.951582273
2.71291,-0.655363,0.666748,0.211341,0.842483,4.79503,-0.540942587
2.73991,-0.560591,0.709622,0.213132,0.994467,7.94095,0.533763296
2.8108,-0.848595,0.746882,0.33542,0.905408,12.6934,0.582233509
2.94173,-0.821348,0.722698,0.360964,0.948078,10.6833,1.662895187
2.79576,-0.885768,0.718265,0.233155,0.89735,7.08107,-1.201728587
2.81674,-0.883543,0.689317,0.2406,0.985862,10.1228,0.051981556
2.82329,-0.915837,0.684554,0.295578,0.899098,10.4151,0.754506238
2.83576,-0.958901,0.801789,0.328976,0.823548,15.9108,-1.463705442
3.09283,-1.03425,0.797045,0.217543,0.885549,16.4663,1.345496389
2.95301,-0.990465,0.645911,0.300289,0.843133,11.9328,-1.589975115
2.79915,-0.71351,0.574284,0.235522,0.905186,12.5937,1.130759369
2.81953,-0.745528,0.632214,0.314848,0.89894,9.2102,0.716607183
2.77104,-0.572585,0.673959,0.115197,0.936865,6.25443,-0.136032277
2.86228,-0.574078,0.68126,0.167363,0.892518,6.48639,0.762056008
2.89229,-0.584464,0.770999,0.118048,0.863323,8.29312,-2.329737212
3.00602,-0.549624,0.715409,0.233946,0.968514,10.3279,-0.771430978
3.08873,-0.55857,0.837577,0.0459416,0.932916,10.368,0.411414596
3.02227,-0.547124,0.823905,0.134966,1.04566,13.8518,-2.213235925
3.07218,-0.637619,0.704778,0.219154,0.932233,10.4878,-0.075292871
3.01712,-0.721521,0.784208,0.172261,0.988872,9.47673,0.303110167
2.97797,-0.761541,0.627307,0.0862369,1.02546,8.25969,0.490104042
3.00363,-0.673633,0.605637,0.0905733,1.02942,8.99443,0.537602732
2.92553,-0.698934,0.63107,0.0298688,0.964645,6.30954,-0.055029225
3.00157,-0.679946,0.72717,0.357909,0.888153,8.15437,0.449653577
2.8751,-0.655317,0.693715,0.139473,0.969685,11.7805,-1.688045805
2.77704,-0.69913,0.690085,0.057658,0.968512,10.314,1.433112716
2.70087,-0.650373,0.836517,0.366173,0.662637,5.54492,0.150719772
2.76745,-0.593628,0.818708,0.24947,0.658704,4.70168,-0.140046427
2.75434,-0.637055,0.710712,0.0418402,0.780395,6.77089,0.041708388
2.67222,-0.577361,0.657942,-0.0175781,0.804649,5.65802,-0.492031537
2.88309,-0.673938,0.77707,0.212001,0.760575,7.41238,-0.658638526
2.8063,-0.641212,0.705621,0.272545,0.747277,5.83199,0.282372878
2.92762,-0.659702,0.586165,0.343942,0.944993,8.24822,0.149889571
2.92527,-0.758404,0.67048,0.390903,0.796773,7.52232,-1.846478917
2.94887,-0.640508,0.700602,0.180632,0.832389,9.58056,0.091122267
2.99519,-0.623314,0.797279,0.192354,0.970382,10.7049,-0.795794523
2.93622,-0.643326,0.684709,0.164879,0.951947,13.0104,0.681141336
2.84453,-0.738077,0.550241,0.206458,0.950043,8.60345,-0.348398424
2.83437,-0.711072,0.596608,0.0292069,0.861103,7.60599,-0.295572768
2.89434,-0.778721,0.650574,0.0318135,0.855908,10.7418,1.095512252
2.77208,-0.781523,0.645535,-0.0311587,0.896575,7.3317,0.508284996
2.79663,-0.826617,0.707831,-0.0440589,0.964518,13.6881,-0.080132793
2.83697,-0.781122,0.746033,0.0877423,1.07958,12.8412,-1.689795397
2.84287,-0.728301,0.647821,0.0545584,0.907719,10.6157,1.388818564
2.73478,-0.594904,0.675877,0.125014,1.0085,10.1851,1.138214318
2.89913,-0.681966,0.614569,0.196955,1.04298,7.71666,1.290281517
2.8502,-0.621773,0.59358,0.25062,0.94997,8.55587,0.121567452
2.72897,-0.510384,0.672571,0.084946,0.95834,9.85264,-0.11856748
2.65235,-0.492091,0.757443,-0.120183,0.861622,8.89607,-0.847363244
2.78443,-0.521012,0.727433,-0.0394118,0.958672,7.38533,-0.654119276
2.76783,-0.689619,0.723044,0.0841408,0.876164,9.84375,-0.068614683
2.74898,-0.596127,0.49261,0.26787,0.930171,5.73931,-0.832826105
2.8784,-0.660627,0.508335,0.417408,0.956603,8.79227,0.064142676
2.75331,-0.583659,0.410534,0.314127,0.932994,7.1531,-0.582284718
2.85952,-0.558826,0.501157,0.29048,0.833156,5.24669,-0.098606356
2.87246,-0.633661,0.562585,0.291654,1.00278,6.231,0.799352225
2.86579,-0.699265,0.640469,0.443365,0.734196,7.49127,0.141402038
3.00949,-0.906149,0.594702,0.354365,0.904253,9.9087,-1.190131537
2.95886,-0.841893,0.631847,0.234857,0.992297,11.0994,-1.095468809
3.04592,-0.814375,0.565555,0.303578,1.00687,9.55734,0.748605001
3.0609,-0.820238,0.412941,0.35032,0.891032,9.47982,-1.080848795
2.91748,-0.78904,0.546888,0.261425,0.988965,8.29157,-1.646000302
2.90569,-0.714778,0.417911,0.289008,0.934516,10.7766,0.104861126
2.9512,-0.748975,0.392905,0.323355,0.930177,7.28726,-0.569036486
2.79924,-0.567159,0.614874,0.0939112,0.917546,6.3508,-0.604031533
2.86471,-0.734808,0.647408,0.0647612,0.900709,9.17534,0.04232898
2.89851,-0.734694,0.594864,0.0739428,0.942585,12.1516,-0.303020912
2.85792,-0.791462,0.652336,0.135817,1.04728,10.5408,1.823670388
2.88636,-0.739561,0.633301,0.195197,0.89596,9.32912,-1.184009588
2.89647,-0.638756,0.637478,0.300654,1.00974,7.82871,0.724892161
2.84676,-0.642867,0.739041,0.288476,0.929962,8.52664,1.610426871
2.82709,-0.604714,0.810516,0.328224,0.933101,10.0557,-0.012672736
2.82183,-0.680713,0.844885,0.316774,0.784284,6.5933,-0.524991435
2.90111,-0.740035,0.747237,0.113842,0.890907,7.65954,0.559002978
2.84113,-0.669662,0.573258,0.382995,0.978201,9.42278,-1.35371765
2.88066,-0.654806,0.661768,0.12114,0.919659,12.0629,-1.388604517
2.79878,-0.676116,0.677649,0.249913,0.940144,8.38383,0.742768832
2.85113,-0.547701,0.776019,-0.0222555,0.716515,5.37134,1.560513406
2.87509,-0.672976,0.785419,0.240968,0.705885,10.6973,-0.963200395
3.00093,-0.686457,0.728143,0.186521,0.74901,6.34204,-0.108064549
2.91006,-0.658474,0.714734,0.230765,0.847291,6.52379,0.702287747
2.94603,-0.752719,0.649993,0.31502,0.933755,8.14802,0.453307667
2.89823,-0.879924,0.501704,0.322512,0.892407,9.22192,-0.471334875
2.93003,-0.86772,0.504824,0.40349,0.952842,8.37558,-1.778495019
2.96626,-0.858049,0.527506,0.300648,1.09074,9.09744,-0.630437939
3.01231,-0.799167,0.61683,0.218464,0.938727,11.1958,0.504192946
2.98872,-0.756481,0.568145,0.297477,0.899429,12.6698,0.588044115
3.0567,-0.720638,0.490259,0.204491,0.856537,6.7917,0.161398483
2.78905,-0.679556,0.547852,0.32004,0.880923,6.96602,0.093487543
2.78535,-0.735147,0.495467,0.20796,0.807878,9.09143,-0.160554594
2.8898,-0.783462,0.533367,0.170743,0.922262,11.0136,-0.460865469
2.94676,-0.791515,0.657804,0.0775892,0.810332,6.98834,-0.520086162
2.87578,-0.688851,0.625307,0.0903397,0.900275,6.85222,0.898919538
2.82305,-0.672311,0.769302,0.177235,0.840151,8.85719,0.195147456
2.79674,-0.678227,0.674873,0.0684202,0.905423,8.77272,-0.797941263
2.87762,-0.763747,0.735168,0.194084,0.939577,8.31801,1.135832875
2.84971,-0.905693,0.502144,0.11638,1.0385,9.21682,1.394826271
2.74527,-0.777794,0.464549,0.163768,1.04763,8.89956,-0.22792795
2.81474,-0.71413,0.564517,0.125683,1.01035,8.3812,-1.137037394
2.86464,-0.634203,0.584319,0.375925,0.922752,10.7643,-0.064923911
2.899,-0.715538,0.562271,0.30361,0.943834,9.06388,-0.033697557
2.92087,-0.744991,0.534741,0.230849,0.918807,9.04624,-0.997088159
2.92166,-0.696503,0.521285,0.275924,0.949505,7.63027,1.058826394
2.81156,-0.730316,0.345518,0.265236,0.838477,6.50427,-0.29157946
2.87007,-0.636416,0.379165,0.328844,0.845122,4.50564,-0.782367409
2.90142,-0.809797,0.466377,0.38689,0.866547,6.64477,1.072708446
2.8066,-0.563774,0.761088,0.242922,1.01199,7.77482,0.448577009
2.91037,-0.623459,0.817144,0.471165,0.904743,13.5286,-0.229667471
2.90917,-0.572476,0.714867,0.422507,1.04366,12.7532,-0.635170584
2.82349,-0.564104,0.675217,0.284547,1.02486,10.5234,-0.550672383
2.79023,-0.547961,0.693397,0.254399,0.857855,9.25635,-0.048995115
2.9069,-0.646456,0.802107,0.321718,0.844326,8.20302,-0.261012019
2.74589,-0.567541,0.737815,0.102326,0.951292,8.26835,0.128605887
2.77396,-0.647601,0.619396,0.0929553,0.961798,8.2945,-0.570005414
2.7433,-0.583868,0.583646,0.167217,0.850163,7.73307,-0.118222866
2.84489,-0.598768,0.695776,0.205897,0.786525,7.57146,0.39839696
2.84325,-0.619422,0.586211,0.130311,0.898487,8.39302,1.858099776
2.80038,-0.736564,0.725818,0.0439965,0.786425,11.2532,-1.041895927
2.81208,-0.57629,0.640822,0.0765052,0.855124,9.68553,0.341402477
2.86373,-0.820478,0.591826,0.301353,1.008,10.5201,0.307275212
2.74723,-0.747108,0.656474,0.22904,1.09258,10.5094,-0.079441878
2.88472,-0.781512,0.740275,0.300216,0.938391,8.39987,1.160747205
2.92706,-0.774041,0.505817,0.377062,0.85999,12.8387,-0.437771135
2.77088,-0.696551,0.477906,0.220701,0.996632,7.97189,1.335435593
2.75852,-0.72149,0.525512,0.285581,0.936322,7.84927,0.855355117
2.83768,-0.801559,0.502193,0.462375,0.823888,5.75986,1.637264157
2.72243,-0.655375,0.52872,0.225721,0.854983,6.67773,0.169640007
2.73554,-0.548158,0.581569,0.195103,0.978471,7.59721,-0.690872691
2.85052,-0.512017,0.516895,0.245983,0.867461,6.23636,0.47616515
