b0,b1,b2,b3,z.sd,phi.ROS,z
2.84281,-0.610931,0.568339,0.274229,1.06752,8.25888,1.303657325
2.93882,-0.682438,0.577159,0.133958,0.966216,7.67337,0.694602225
2.84924,-0.713957,0.600841,0.195919,1.01126,14.7356,0.018481137
2.90129,-0.735954,0.590573,0.194994,0.844563,9.78095,0.208449866
2.90669,-0.717056,0.602654,0.211645,0.850148,9.55897,0.359454331
2.91951,-0.721347,0.575129,0.247712,0.984657,9.05213,-0.675448984
2.98841,-0.803077,0.612065,0.189702,0.962699,13.6221,-1.354647788
2.95149,-0.830188,0.590674,0.173935,0.848442,7.87215,0.665950705
2.96381,-0.737365,0.618629,0.0775143,1.09011,10.9323,1.756501352
2.90524,-0.715237,0.622732,0.116643,0.88378,15.7188,2.716203225
2.88132,-0.662427,0.556468,0.221661,1.03592,15.6656,-0.939553047
2.94254,-0.719481,0.651544,0.286797,0.938413,11.3826,0.245146386
2.91307,-0.727237,0.702975,0.305975,0.935563,13.3195,0.951042209
2.88172,-0.736845,0.588087,0.324432,0.831412,7.02644,0.090002304
2.82311,-0.617555,0.629835,0.0924709,0.938494,5.24688,0.300373832
2.90044,-0.63169,0.547037,0.0466168,1.0282,8.36982,1.397671262
2.91329,-0.755576,0.690036,0.202565,0.936177,10.9885,0.90595368
2.98226,-0.793595,0.740819,0.187914,0.975821,7.31254,1.645073766
3.01348,-0.75444,0.554642,0.339705,1.0584,9.50108,0.517575828
2.98597,-0.740885,0.547024,0.368813,0.877021,9.34076,-0.67990381
2.94852,-0.843294,0.58873,0.38427,0.98014,10.3056,1.277259062
2.91988,-0.85314,0.639685,0.276097,0.837491,10.3543,-0.640699579
2.97662,-0.706399,0.50353,0.23023,0.874527,10.3392,-1.016150885
2.97857,-0.803066,0.422721,0.24264,0.932053,7.20144,0.79026874
2.84067,-0.858529,0.552933,0.210779,0.972052,8.41918,-0.077049442
2.83466,-0.862974,0.646147,0.354367,0.907263,11.1989,-0.468599417
2.87075,-0.847253,0.644943,0.337908,0.770404,13.1932,1.885690657
2.90613,-0.738762,0.567668,0.432111,0.983327,10.9143,-0.20694451
2.76417,-0.640351,0.414907,0.486799,0.848021,6.53085,-0.305385755
2.90752,-0.689155,0.581003,0.295968,0.769317,8.3396,-0.490477669
2.97389,-0.720144,0.584814,0.266494,0.864548,9.27456,-1.354841301
2.85679,-0.722276,0.600505,0.300795,0.976978,11.2709,0.0218925
2.90017,-0.695865,0.573734,0.295269,0.834956,6.75107,-2.055690309
2.88507,-0.796139,0.518875,0.430773,0.938489,7.48649,-1.312197629
2.95734,-0.831419,0.480159,0.475319,1.01972,12.3003,-0.949982999
2.96351,-0.678825,0.521795,0.317105,1.04884,7.1687,0.605228791
2.92913,-0.64257,0.45932,0.302077,0.978778,9.00845,-0.885357221
2.8882,-0.574353,0.318334,0.394116,0.895292,5.44793,-0.600644326
2.6923,-0.636276,0.452478,0.191473,0.944358,7.11593,-1.385680957
2.74668,-0.879398,0.492775,0.221626,0.923193,7.30936,-0.333798993
2.75758,-0.797223,0.599744,0.289801,0.813227,7.06135,-0.263799108
2.71422,-0.919746,0.704751,0.3775,0.872401,7.83285,1.421611619
2.7619,-0.882417,0.683792,0.340383,0.867842,11.4934,0.492110833
2.77439,-0.801757,0.552279,0.31492,0.947782,11.1184,-0.427196713
2.87409,-0.882832,0.569562,0.283369,0.837407,10.0246,-0.001270086
2.89282,-0.776606,0.640074,0.272572,0.951467,8.41857,0.674732392
2.79827,-0.780809,0.40098,0.206224,0.955297,7.9756,1.588324349
2.86277,-0.859246,0.395331,0.292468,0.891422,7.324,-0.466913424
2.79113,-0.808311,0.463845,0.0106119,0.912933,10.0287,-0.8462211
2.71397,-0.609112,0.650547,0.0679143,0.81708,5.99456,0.280668866
2.74379,-0.685776,0.697162,0.126551,0.883395,5.94677,-0.432089194
2.64194,-0.554346,0.621496,0.0821058,0.905453,6.96364,-0.064517591
2.75323,-0.585852,0.672511,0.218435,0.938808,6.04607,0.824877758
2.92514,-0.634677,0.716939,0.164591,0.968521,9.23236,0.021358948
2.8121,-0.721909,0.785835,0.0279546,0.966134,10.1092,0.299042215
2.88992,-0.649069,0.685754,0.151035,0.877164,8.4492,1.082202563
2.81693,-0.639182,0.662908,0.211629,1.02707,8.87959,1.218130709
2.79591,-0.527332,0.774526,0.277087,0.932987,8.91568,0.872553661
2.87935,-0.749727,0.779125,0.258162,0.890524,11.9648,1.242314408
2.83559,-0.627402,0.608986,0.28592,0.971031,9.29197,0.990559017
2.77756,-0.623966,0.648807,0.318799,0.918857,9.62934,0.711836848
2.97004,-0.680315,0.616841,0.216568,0.963382,12.1404,-0.212852949
2.93134,-0.705928,0.696271,0.132751,0.988902,13.6782,0.394925606
2.92393,-0.728353,0.642424,0.103157,0.931994,12.231,-0.303882599
2.79498,-0.615546,0.602484,0.173153,0.866506,7.88671,0.894260015
2.90504,-0.55834,0.606638,0.299963,0.977851,7.0834,-0.937056465
2.89664,-0.667068,0.563376,0.306183,1.05375,9.21303,-0.559689045
2.89195,-0.6281,0.693056,0.283385,0.937236,8.61006,-0.305964522
2.9001,-0.65397,0.790113,0.343904,0.969142,11.8481,-0.759082292
2.91452,-0.647051,0.761489,0.260465,1.11595,13.5447,2.003151481
2.97714,-0.576613,0.702626,0.131494,1.00584,8.98567,0.74398425
2.90195,-0.582245,0.460311,0.0687903,0.916192,9.77578,-0.216118731
2.85303,-0.646131,0.580366,0.00638639,0.97364,10.7472,1.084182208
2.83013,-0.550767,0.569687,0.0123376,0.929814,8.14624,0.159767758
2.87404,-0.538185,0.704639,-0.0742068,1.03707,10.5112,-0.219921981
2.9176,-0.635643,0.587159,-0.0441067,1.03329,10.0041,-0.763764088
2.95289,-0.652296,0.599171,0.138738,1.00098,7.59473,0.207347089
2.94295,-0.651403,0.508144,0.125541,0.87406,6.0353,0.553209752
2.95676,-0.6804,0.548898,0.219711,0.836736,7.00182,0.123451977
2.99958,-0.672106,0.600632,0.357388,0.865357,8.08195,0.147454125
2.90456,-0.634359,0.515848,0.418658,1.03418,8.14659,-1.074653487
2.8045,-0.559881,0.624867,0.194494,0.947787,8.62341,0.917094244
2.81041,-0.688048,0.626014,0.238261,0.859959,13.4864,1.652068143
2.83872,-0.728061,0.687224,0.220474,0.910169,10.7533,0.230838559
2.77756,-0.721491,0.681626,0.118648,0.950145,14.4519,-0.571502961
2.8267,-0.682155,0.767277,0.117084,0.921553,12.6963,0.468956127
2.80626,-0.677805,0.824483,0.0703092,0.93408,10.8006,-0.982037025
2.79032,-0.737357,0.572079,0.0759177,0.822746,10.5147,-0.865176487
2.78762,-0.745994,0.732011,0.0734953,0.95574,8.16583,-0.746248885
2.83133,-0.728595,0.632339,0.0752354,0.871859,9.74358,-0.456761005
2.9302,-0.710061,0.616248,0.105911,0.850367,6.98431,0.158989662
2.93316,-0.77329,0.759596,0.245284,0.99003,9.32521,-1.732529829
2.90927,-0.557501,0.627136,0.201997,1.02408,7.71321,-0.572887605
2.90464,-0.718155,0.568577,0.242761,1.11402,10.0411,-0.219096985
2.86984,-0.650537,0.714256,0.218289,0.800424,7.26486,-1.226710245
2.91942,-0.629198,0.732094,0.0955711,0.819314,8.93468,1.021971205
2.83772,-0.802387,0.571104,0.188744,0.896241,7.05663,-1.107096412
2.8821,-0.683344,0.7164,0.125766,0.992848,10.059,1.189060506
2.80405,-0.628486,0.64344,-0.0753907,0.995457,8.37771,-0.744594217
2.69556,-0.575409,0.515345,0.0254269,0.767818,5.46623,0.782290644
2.76594,-0.666534,0.623712,0.0910568,1.01133,7.93174,-0.329937514
2.86377,-0.704604,0.746064,0.0313265,1.00762,14.0154,0.350102601
2.8726,-0.617649,0.804055,0.00628473,0.970193,12.2219,0.284696595
2.94252,-0.533132,0.813749,0.108981,0.870495,9.47681,1.55476849
2.82598,-0.517667,0.688066,0.138613,0.943768,10.5813,0.962659475
2.90274,-0.588027,0.717935,0.216672,0.967392,11.2359,0.555192076
2.81673,-0.622092,0.503743,0.155227,0.992192,10.3608,-0.633810899
2.92292,-0.681025,0.65136,0.195377,0.974985,9.52553,-0.800588267
2.87082,-0.751898,0.580707,0.11291,0.950516,7.38898,-0.257447653
2.95662,-0.677265,0.541246,0.263611,0.782554,8.28232,0.369475361
2.84489,-0.674391,0.419665,0.341385,1.05195,7.52901,-0.259241165
2.88678,-0.66503,0.548717,0.256465,0.92401,8.6845,-0.045295578
2.90667,-0.67044,0.63726,0.31771,0.901999,8.11195,-1.321393266
2.90197,-0.653708,0.65338,0.288822,1.00602,9.20254,2.249608285
2.95875,-0.698848,0.701108,0.285164,0.807142,8.0412,-1.098329929
2.89029,-0.621408,0.609762,0.297275,0.939769,6.04975,-0.234439863
2.80173,-0.619012,0.513365,0.271258,0.941106,7.07962,-0.859520818
2.82163,-0.71124,0.67039,0.291284,0.942156,12.352,0.907337294
2.9382,-0.713582,0.699773,0.232138,0.984194,10.4302,-0.546227174
3.01024,-0.722134,0.821782,0.28266,1.05723,10.8526,-1.478476308
2.95795,-0.726468,0.793362,0.24799,0.93463,14.6515,0.944849549
2.97066,-0.693898,0.725316,0.321888,0.826756,13.0859,-0.014977458
3.03098,-0.847458,0.623563,0.33209,0.953376,11.1069,-0.390407411
2.99336,-0.81857,0.553058,0.545965,0.868634,8.38108,0.001681649
2.91182,-0.757784,0.690404,0.420426,0.860573,8.00771,-0.101395373
2.9454,-0.718271,0.595212,0.389834,0.784915,9.80049,-0.27743226
2.7867,-0.655428,0.621219,0.2837,0.749303,5.11385,-0.533042315
2.84095,-0.747207,0.654892,0.396362,1.0255,9.43261,-0.864140362
2.79411,-0.906041,0.65984,0.366198,0.985645,11.0245,0.762271429
2.82206,-0.899677,0.515279,0.300144,1.00592,14.2943,-0.442497292
2.8293,-0.947085,0.63557,0.234071,0.931204,10.6732,-0.733630214
2.83278,-0.822852,0.714848,0.089063,0.890483,8.5975,0.384784371
2.94608,-0.638697,0.717824,0.145714,0.987689,9.54862,1.449771924
2.75447,-0.509418,0.734533,-0.0413327,0.948362,7.78199,0.925301257
2.84826,-0.546163,0.772011,0.0460579,1.03915,10.5008,-0.795146219
2.89781,-0.554513,0.656866,0.0495377,1.00913,10.0376,-0.496973308
2.86032,-0.636394,0.707938,0.0383709,0.972206,13.2068,-1.324925387
2.76954,-0.586391,0.554693,0.178437,0.932893,6.58279,-1.322450055
2.77633,-0.644982,0.67482,0.239017,0.894805,6.41379,0.341625668
2.86615,-0.513866,0.673157,0.0452601,1.11376,8.9427,-1.58921923
2.76398,-0.577105,0.637934,0.133008,1.0237,10.5048,0.407905354
2.76535,-0.584677,0.683157,0.250358,1.04986,7.96325,0.403916493
2.61821,-0.451143,0.551212,0.28116,0.958159,6.99137,-0.361338732
2.90672,-0.590992,0.692068,0.173748,1.03352,9.51053,1.172619666
2.96777,-0.694333,0.694425,0.18914,1.04986,10.589,-1.06968293
3.01812,-0.756313,0.564078,0.182105,0.869965,11.448,2.038729458
3.04953,-0.775641,0.558741,0.134727,0.969867,10.8733,0.395919084
2.9969,-0.793974,0.549486,0.0794375,0.936774,10.9885,0.20280376
3.01099,-0.80906,0.562037,0.00694864,0.907443,9.66902,0.38039984
2.94755,-0.771614,0.551141,-0.0200349,0.83034,6.88497,0.363886678
2.90892,-0.666387,0.749898,0.0309453,0.967243,11.1719,-1.715105225
2.96715,-0.672678,0.689771,-0.0272982,0.94074,11.8278,0.394548863
2.96548,-0.68129,0.540733,0.17084,0.965528,9.78344,0.486958703
2.90334,-0.613462,0.831829,0.0302935,1.02097,8.38812,0.961630917
2.84614,-0.645234,0.730774,0.202062,1.00392,8.64766,0.494271316
2.91495,-0.73834,0.804604,0.0295103,0.769294,8.47677,-0.894332387
2.8629,-0.662243,0.615996,0.194337,0.922197,7.67902,0.620669189
2.87821,-0.77438,0.581632,0.153066,0.996397,8.6706,-0.58783279
2.87231,-0.523661,0.541814,0.300366,0.990697,7.25096,-0.359290919
2.77856,-0.542457,0.623698,0.221855,0.879805,8.32687,-1.449250172
2.82661,-0.562339,0.589871,0.0929893,1.06346,6.55756,0.742233744
2.82552,-0.483276,0.516732,0.0157018,0.961677,6.23968,1.221233845
2.90475,-0.481881,0.579123,0.0107635,0.91786,8.62692,-0.22698254
2.72867,-0.505686,0.641527,0.127659,0.847042,8.29625,0.398291707
2.68436,-0.516437,0.707906,0.167261,0.981683,8.50835,-0.629802484
2.70323,-0.60009,0.623085,0.142984,0.926628,7.17644,1.027628887
2.76107,-0.516845,0.797173,0.070491,0.823188,4.81168,-0.193056132
2.92179,-0.694689,0.786519,0.0942443,0.731532,5.45333,-0.571965839
2.95887,-0.646742,0.63192,0.17668,0.824097,8.99024,1.146097889
2.82069,-0.705761,0.610472,0.21156,0.957904,7.08598,1.413633896
2.89935,-0.748938,0.67261,0.389649,0.764422,6.28791,0.710516929
2.918,-0.805711,0.71372,0.365399,0.866533,12.0095,-0.466979044
2.92371,-0.743728,0.830884,0.339101,0.773639,10.6907,0.12620936
2.91912,-0.858216,0.77964,0.169344,0.976845,11.6198,0.770853563
2.86336,-0.866898,0.826275,0.016924,0.966755,17.7619,0.496500524
2.99144,-0.839361,0.902612,0.0479527,0.868212,13.8488,-0.262302951
2.93892,-0.746775,0.856158,0.0802845,0.967193,16.043,-1.29655681
2.84648,-0.71026,0.79518,-0.09589,1.06327,10.2223,-0.856393925
2.88995,-0.679437,0.891905,0.126453,0.9473,9.81424,0.041989618
2.93649,-0.627287,0.764977,0.0152434,0.908488,8.83464,-0.068409031
2.89401,-0.583013,0.731178,0.0749063,1.00897,9.60839,2.24817409
2.87028,-0.684531,0.64542,0.125082,1.17992,9.42675,-1.656429803
2.76437,-0.586131,0.65691,0.0758377,0.833172,5.34921,-0.528234456
2.66983,-0.590381,0.77942,0.258761,0.793006,5.56504,-0.489739839
2.67087,-0.553667,0.701097,0.294822,0.856345,6.4078,0.223109779
2.73682,-0.75409,0.646672,0.336747,0.743834,7.46387,-0.245423466
2.92159,-0.760488,0.745259,0.256728,0.80156,14.2659,-0.481774107
2.90877,-0.733455,0.805782,0.20165,1.00007,11.2709,-0.11060919
2.92924,-0.733417,0.652559,0.229971,0.922568,15.7911,-0.875353669
3.04498,-0.852821,0.719235,0.230209,0.967658,10.9749,1.527901798
2.93297,-0.793284,0.653432,0.162843,0.770903,12.9755,1.556013465
3.07372,-0.796034,0.629491,0.206888,1.04424,8.36845,-1.30741109
3.03737,-0.584312,0.631942,0.270286,0.953613,9.9874,0.490663023
3.01154,-0.781808,0.568743,0.213823,1.04255,8.95236,-0.777415462
2.97079,-0.790015,0.676989,0.405416,1.01193,9.87815,1.056094902
2.92239,-0.867663,0.617673,0.216414,0.868084,9.31641,-0.076080558
2.8785,-0.856356,0.541921,0.278253,0.930213,10.4831,-0.677247015
2.8574,-0.87789,0.417432,0.275513,0.88215,11.5057,-0.547921076
2.82174,-0.81413,0.464794,0.165514,0.974289,8.60556,-0.734272212
2.88078,-0.634477,0.671063,0.197627,0.999762,8.80284,1.598814993
2.97053,-0.72962,0.559463,0.178234,0.890517,10.1767,0.461525829
2.95399,-0.785764,0.636804,0.156836,0.894793,8.7794,1.288243327
3.04681,-0.727635,0.678023,0.187567,0.853191,7.80751,1.385873331
3.07305,-0.666504,0.630426,0.27256,0.913802,7.18701,0.291628721
2.90504,-0.695293,0.557573,-0.0439315,0.793408,8.26001,0.327581518
3.10867,-0.716463,0.655837,0.0478586,0.995257,9.67917,0.061669757
2.94423,-0.579382,0.533171,-0.0524928,1.0866,6.82261,-1.156827353
2.90648,-0.699138,0.601559,-0.0744063,0.943868,9.33866,-1.357808571
2.85916,-0.727053,0.565853,0.0650272,0.930208,11.1737,-0.294419758
2.82107,-0.690529,0.549444,0.153682,0.815478,6.70592,1.253451816
2.95848,-0.643477,0.547082,0.317222,0.972666,12.6736,0.15041249
3.06827,-0.646189,0.509552,0.33177,0.995037,11.4326,0.516197885
2.99012,-0.619478,0.518068,0.318189,1.07425,7.98159,0.975066763
2.91446,-0.654269,0.484168,0.332428,1.06003,7.11546,1.462374014
2.87562,-0.648523,0.649192,0.292022,0.961538,8.88307,0.808558665
2.76435,-0.641084,0.482092,0.277325,0.926452,8.83711,-0.187722455
2.86425,-0.680913,0.474134,0.309175,1.10921,10.4045,-1.901939239
2.90369,-0.674999,0.527235,0.324447,0.829887,9.45029,0.842129461
2.77095,-0.621813,0.564032,0.350105,0.968145,9.56627,0.684923766
2.7368,-0.634481,0.434648,0.153093,0.831211,9.02187,0.093845423
2.77718,-0.662444,0.551044,0.112505,1.0137,9.58988,1.288524869
2.80802,-0.70949,0.727016,0.133595,1.04395,10.001,0.862234775
2.81724,-0.62537,0.586386,0.130606,0.890667,6.99946,0.094137649
2.83692,-0.686118,0.535662,0.0582306,0.973854,7.60853,1.068674021
2.92761,-0.75447,0.45145,0.0376488,0.947576,9.43326,-0.501704252
3.01151,-0.819799,0.663219,0.264008,0.883425,9.69122,0.667369022
2.872,-0.770073,0.480908,0.272841,0.892547,8.90804,-0.295606356
2.90663,-0.808066,0.46523,0.273664,0.877854,8.90184,-0.054246311
2.8546,-0.833829,0.451002,0.174619,1.02133,8.29631,0.157753642
2.91752,-0.683785,0.513086,0.219308,0.864689,9.32918,-0.44784197
2.77655,-0.680098,0.584219,0.236462,0.949993,7.80653,-0.595075809
2.79359,-0.564694,0.644521,0.325152,1.01454,6.59992,-0.803770948
2.70964,-0.564278,0.591757,0.142873,0.804078,5.86283,1.181056692
2.85958,-0.624167,0.740685,0.291569,0.95613,11.1086,-1.050531272
2.87275,-0.651344,0.671679,0.297079,0.97039,9.97891,1.58712266
2.93208,-0.674372,0.862921,0.360516,0.833959,9.6194,-0.111762632
2.90261,-0.55368,0.731478,0.252206,0.906551,9.07458,-1.041188856
2.84883,-0.640575,0.832301,0.162945,0.755596,7.1374,0.027127251
2.87186,-0.490772,0.708564,0.207919,0.802098,8.76138,0.024658866
2.86297,-0.49164,0.637042,0.171895,0.862821,7.08395,0.034029537
2.82729,-0.558922,0.59558,0.304231,0.984668,7.86467,0.027622803
2.85377,-0.575778,0.495649,0.254359,0.83066,6.94407,-0.835587839
2.89553,-0.564272,0.748807,0.0873734,1.0132,9.47995,0.881755132
2.99699,-0.616035,0.733398,0.12142,0.816177,8.16785,-0.66476207
3.03312,-0.605391,0.724509,0.365331,1.01691,13.7731,1.474812351
2.94632,-0.518284,0.769799,0.451929,1.00292,10.7068,-0.818723408
2.80485,-0.520603,0.872033,0.286943,1.0086,11.0688,1.91789938
2.90516,-0.626681,0.774055,0.324312,1.00636,10.4018,-0.944242778
2.99758,-0.639132,0.740315,0.371633,1.04532,10.5,-0.221665005
3.01615,-0.586758,0.757044,0.278348,0.865729,10.4585,-0.617785287
3.04881,-0.701421,0.803165,0.227327,0.867339,10.451,-0.11683062
3.01127,-0.696191,0.727566,0.221846,0.9053,8.54029,0.289799227
2.9444,-0.645881,0.585015,0.113599,0.961747,9.22979,0.126226499
2.92435,-0.616384,0.631336,0.040525,0.927939,7.96475,0.063836487
2.90647,-0.66327,0.675466,0.0828849,0.952773,7.02324,0.453268776
2.85789,-0.864816,0.528276,0.0171137,0.89215,10.2812,-1.781553839
2.82954,-0.787473,0.60289,0.0665345,0.869518,9.91596,0.701716599
2.93531,-0.836997,0.740692,0.251051,0.962301,9.32533,-0.748543468
2.91682,-0.709153,0.609293,0.203603,0.954565,7.37393,-1.845060964
2.89524,-0.686456,0.505472,0.10839,0.927679,8.09867,1.29032345
2.86876,-0.820589,0.523971,0.312519,0.800638,7.40954,1.959736144
2.90831,-0.854064,0.415769,0.297572,0.849289,7.78419,-0.736914483
2.96869,-0.815329,0.514721,0.371242,0.86985,7.29427,-1.592911821
2.90133,-0.755244,0.533688,0.260762,0.912144,12.0146,-1.920932803
2.933,-0.753579,0.506998,0.0812893,0.98416,13.6418,-0.698246854
2.89398,-0.637597,0.653832,0.0127012,0.980437,13.6471,0.593490754
2.98196,-0.697316,0.533619,0.173788,0.896,13.1576,-0.280545083
2.88785,-0.614709,0.544513,0.16897,0.852912,6.70223,1.184861686
2.90458,-0.697325,0.54193,0.173985,0.858205,9.84403,-0.131864715
2.89699,-0.589336,0.543388,0.22016,1.03403,7.95761,1.198104832
2.82824,-0.590799,0.620802,0.0381789,0.990555,8.21428,1.609229768
2.92209,-0.688233,0.662925,0.245446,0.86158,8.03431,0.670202936
2.88978,-0.720149,0.55729,0.232513,0.845383,7.68363,0.348831264
2.96698,-0.62329,0.703128,0.305209,0.726335,7.1804,-0.517038032
2.96304,-0.666344,0.79513,0.333092,0.816971,7.03246,0.782384004
2.92797,-0.58837,0.744167,0.272288,0.878599,9.47566,-0.146000568
2.94166,-0.544941,0.701527,0.33101,0.995376,8.53547,-0.650873715
2.92854,-0.595947,0.584131,0.247876,1.00728,8.82944,0.529809856
2.77346,-0.660756,0.542733,0.125981,0.847574,8.26431,-0.246202923
2.95711,-0.668976,0.607095,0.0849187,0.900793,4.90145,0.803669072
2.92094,-0.672097,0.48504,0.137091,1.01083,6.66532,1.042957963
2.88579,-0.632669,0.461365,0.101107,0.98357,9.26583,-2.32657559
2.93667,-0.7352,0.498224,0.109318,0.948118,8.81614,-0.022111691
2.94434,-0.564119,0.619642,0.21469,1.07034,9.41818,0.581022086
2.82237,-0.591276,0.602519,0.270927,1.00363,9.2275,-0.36709554
2.71091,-0.517027,0.380784,0.311346,1.12119,5.55049,-1.784830266
2.77492,-0.54238,0.48719,0.239061,0.931655,6.30247,1.253066939
2.71362,-0.530802,0.399061,0.151053,1.00712,10.1419,0.322703619
2.84581,-0.581491,0.458563,0.105282,0.996773,7.50125,-0.170941171
2.90295,-0.630409,0.654751,0.217844,0.827993,7.93554,0.227446886
2.86415,-0.600933,0.620326,0.226338,0.908528,11.882,-0.79683107
2.92299,-0.690925,0.687298,0.120939,1.06991,11.0914,-0.928640175
3.05027,-0.831634,0.742672,0.197672,0.982925,8.11083,-0.339307039
3.08465,-0.825097,0.543688,0.399057,0.965202,9.55352,0.435072873
3.1301,-0.750019,0.635104,0.400788,0.923936,9.49797,0.360614893
3.11077,-0.616914,0.682746,0.25869,0.967748,10.0167,0.392125913
3.06682,-0.662939,0.612387,0.27268,0.922945,7.06145,0.055161795
2.98269,-0.694849,0.630752,0.264437,0.869616,10.4307,0.428636134
3.06377,-0.68357,0.643895,0.275031,1.01389,9.11454,0.556780163
3.02435,-0.744504,0.732887,0.299692,1.0882,16.1327,2.377469973
3.08853,-0.705731,0.69703,0.0917334,0.970293,12.6464,1.051016746
3.06948,-0.75762,0.642105,0.085361,1.00652,12.7839,-0.903094432
3.01845,-0.638798,0.641385,0.147741,1.15344,12.1767,1.065565467
3.02242,-0.759436,0.594632,0.0412108,0.991379,11.6871,1.30408035
2.93238,-0.737578,0.452644,0.311787,0.89641,12.3765,-0.191517827
2.92569,-0.895495,0.671672,0.191512,0.991651,12.1826,0.330381792
2.92233,-0.777899,0.636132,0.183505,0.949315,9.25303,1.37347498
3.01082,-0.767488,0.665751,0.251768,1.00131,8.15359,0.053425657
2.92682,-0.66188,0.59979,0.110683,0.927075,7.16893,-0.077320119
3.04687,-0.663767,0.573922,0.275891,0.98991,14.8215,-0.175542039
3.006,-0.718553,0.594638,0.366254,1.12478,14.8011,-0.799846812
3.01635,-0.809302,0.591028,0.278649,0.981464,9.49343,-0.276529295
3.09394,-0.733868,0.65133,0.103139,1.00992,13.5418,0.112454917
2.98475,-0.742483,0.749465,0.0495751,0.877681,8.1644,1.100058979
2.87645,-0.735681,0.721625,0.0797347,0.931753,9.19313,2.257798299
2.73268,-0.752371,0.542724,0.19648,0.90325,6.53907,0.572025622
2.73173,-0.80811,0.537793,0.212489,0.963365,8.69017,0.620946265
2.65528,-0.679896,0.567682,0.280566,0.934718,8.98867,-0.411536577
2.65351,-0.737482,0.474058,0.349072,0.897094,6.61806,-0.611503247
2.79764,-0.8343,0.570614,0.349129,0.94389,9.33927,0.694053122
2.85967,-0.876573,0.59856,0.509252,0.912032,14.1751,-1.290446207
2.91469,-0.856467,0.590256,0.524822,0.992894,13.0886,-1.354228034
2.97948,-0.757756,0.714823,0.496069,0.739585,9.93003,-0.197599224
3.02957,-0.821477,0.68834,0.512429,0.95752,14.3412,-0.641978572
2.984,-0.72223,0.628115,0.405184,0.933581,10.981,0.208003888
2.86673,-0.68801,0.618374,0.365404,0.972859,10.8901,0.945030689
2.85455,-0.92695,0.656738,0.38533,0.895519,12.2136,-1.242865602
2.85362,-0.92913,0.651498,0.33337,0.955397,14.961,-0.635915641
2.80339,-0.775721,0.654854,0.315808,0.952116,9.65927,0.118308909
2.81607,-0.670188,0.536772,0.399498,0.960967,9.48245,-0.733804649
2.82717,-0.798268,0.58055,0.203159,0.962404,9.85295,0.29782414
2.9323,-0.782022,0.583112,0.182817,0.968604,8.22974,-0.526551229
2.88704,-0.693538,0.689005,0.252999,0.980949,10.5658,0.053318166
2.95161,-0.75865,0.674142,0.173578,0.969771,9.13863,0.259305381
3.02874,-0.795851,0.803636,0.0817283,1.03851,11.2731,0.517696167
2.99267,-0.708167,0.834565,0.020904,0.944295,18.8238,-0.964596319
2.98882,-0.606508,0.911433,0.126245,1.04678,13.4239,3.179310061
2.90013,-0.658513,0.893278,0.167243,0.856421,10.7323,-0.180903673
2.89223,-0.674181,0.768479,0.126759,0.8922,10.2379,0.148440322
2.83332,-0.610539,0.743877,0.139003,0.765093,7.95612,2.120225692
2.79131,-0.695831,0.657084,0.319307,0.823977,8.10837,0.532863916
2.83673,-0.872943,0.783133,0.234808,0.857635,9.14264,0.125419867
2.97751,-0.894161,0.734358,0.202275,0.924829,8.77388,-0.304693338
2.90385,-0.79928,0.6675,0.325933,0.895502,9.14601,-0.107202001
2.94061,-0.656889,0.694849,0.368439,0.823573,9.40518,-0.199487271
2.86914,-0.602032,0.688257,0.251393,0.816844,7.5349,1.081271705
2.75099,-0.538854,0.61139,0.376913,0.701251,4.95943,0.113807035
2.7721,-0.563811,0.467777,0.397139,0.894364,6.30615,-1.022086896
2.93875,-0.72601,0.560244,0.310866,0.87551,10.4806,0.781070746
2.999,-0.750866,0.555605,0.256566,0.932737,14.4472,0.39207636
2.92569,-0.782787,0.675181,0.140998,0.976462,12.9873,0.503249411
3.01645,-0.762197,0.602925,0.184839,0.854149,6.9757,-0.103967152
3.00915,-0.704842,0.550029,0.080263,1.03485,9.34995,-1.199674042
2.98503,-0.569345,0.502256,0.0916192,1.08226,7.92332,0.346951392
2.9685,-0.806159,0.543668,0.205672,0.876873,8.39675,-0.251362228
2.96364,-0.662188,0.522142,0.18331,0.934926,6.391,0.224549692
2.75986,-0.705958,0.475814,0.25035,0.878592,5.96186,-0.204756513
2.7347,-0.694336,0.579173,0.186954,0.885374,7.01555,0.424921911
2.69981,-0.726605,0.530809,0.141728,0.818124,6.65505,0.164019687
2.67494,-0.721021,0.686236,0.187358,0.810034,8.49082,0.103615246
2.76835,-0.704013,0.636116,0.0815022,0.918948,11.4211,-0.470345078
2.59772,-0.793818,0.604999,0.199666,0.883841,8.69264,-0.641486309
2.68698,-0.758487,0.658936,0.337831,0.990261,11.8719,0.880438652
2.61487,-0.603564,0.675735,0.324673,0.972436,6.50627,-1.007131592
2.80538,-0.584061,0.780063,0.196987,0.830008,8.12926,0.002862995
2.84329,-0.625789,0.796177,0.0985297,0.772154,6.59992,0.758237841
2.81909,-0.665833,0.717143,-0.0359359,0.93303,6.8171,0.59114581
2.94561,-0.7095,0.591559,0.0227953,0.910114,11.5811,-0.60945979
3.05211,-0.756548,0.576231,0.134362,1.07602,13.7688,0.282464232
3.14941,-0.666335,0.58791,0.0324415,0.945418,11.6353,-0.87270651
3.13607,-0.664151,0.782358,0.095088,1.21709,11.7204,1.23217676
