X1_min,X2_min,X3_min,X1_max,X2_max,X3_max,X1_sd,X2_sd,X3_sd,X1_mean,X2_mean,X3_mean,X1_median,X2_median,X3_median,X1_mean_orgnl,X1_sd_orgnl,X2_mean_orgnl,X2_sd_orgnl,X3_mean_orgnl,X3_sd_orgnl,ROS.MAX
-2.047217353,-1.317173724,-1.387726041,3.732634112,5.068628355,5.056740634,1,1,1,1.56E-16,-1.35E-16,1.35E-16,-0.098922183,-0.258719886,-0.291641098,27.7006337,9.519704516,16.80412969,9.804370245,4.763649831,3.047066536,15
